,issn,journal_name,pub_name,is_hybrid,category,url
6650,2460-6081,Issues in Social and Environmental Accounting,Sebelas Maret University,0.0,Social Sciences,http://isea.icseard.uns.ac.id/index.php/isea
6654,1546-198X,Sensor Letters,American Scientific Publishers,0.0,Other,No Url
6656,1532-7612,Journal of Applied Mathematics and Decision Sciences,Hindawi Publishing Corporation,0.0,Science,https://www.hindawi.com/journals/jamds
6659,2375-4710,Global Journal of Integrated Chinese Medicine and Western Medicine,New Century Science Press Limited,0.0,Medicine,http://journal.newcenturyscience.com/index.php/gjicmwm
6661,2205-5975,Journal of Controversies in Biomedical Research,Codon Publications,0.0,Science,http://jcbmr.com/index.php/jcbmr
6665,2394-613X,International Journal of Pharmacology and Pharmaceutical Sciencies,Academics World,0.0,Other,No Url
6666,0718-8412,Biodiversity and Natural History,Centro de Estudios en Biodiversidad,0.0,Science,http://www.biodiversnathist.com
6667,1832-1837,International Journal of Humanities and Cultural Studies,Other,0.0,Other,No Url
6668,1352-8661,"Magnetic Resonance Materials in Physics, Biology and Medicine",Springer,1.0,Other,No Url
6669,2147-9518,Journal for the Education of the Young Scientist and Giftedness,JEYSG,0.0,Education,http://jeysg.org/default.asp
6670,1572-8900,Journal of Polymers and the Environment,Springer,1.0,Other,No Url
6671,1678-4758,"HistÔŅĹria, CiÔŅĹncias, SaÔŅĹde: Manguinhos","FundaÔŅĹÔŅĹo Oswaldo Cruz, Casa de Oswaldo Cruz",0.0,Medicine,http://www.scielo.br/scielo.php/script_sci_serial/pid_0104-5970/lng_en/nrm_iso
6672,2190-2100,Heilberufescience,Springer,1.0,Other,No Url
6673,1573-7055,Journal of Mammalian Evolution,Springer,1.0,Other,No Url
6674,2180-4273,Kajian Malaysia,Universiti Sains Malaysia,0.0,Geography. Anthropology. Recreation,http://web.usm.my/km
6680,1451-9372,Chemical Industry & Chemical Engineering Quarterly,KoBSON,0.0,Other,No Url
6681,1995-8218,Neuroscience Bulletin,Springer,1.0,Other,No Url
6682,2199-3254,Digital Experiences in Mathematics Education,Springer,1.0,Other,No Url
6683,1596-5996,Tropical Journal of Pharmaceutical Research,Other,0.0,Other,No Url
6684,0976-1519,International Journal of Biological Sciences and Engineering,Cafet Innova Technical Society (CITS),0.0,Other,No Url
6685,2198-2600,Fudan Journal of the Humanities and Social Sciences,Springer,1.0,Other,No Url
6686,1581-3207,Radiology and Oncology,De Gruyter Open,0.0,Medicine,http://www.degruyter.com/view/j/raon
6688,2502-7883,JSP: Jurnal Ilmu Sosial Dan Ilmu Politik,Universitas Gadjah Mada,0.0,Political science,https://jurnal.ugm.ac.id/jsp
6689,2195-3961,Computational Cognitive Science,Springer,0.0,Other,No Url
6693,1935-7885,Journal of Microbiology & Biology Education,American Society for Microbiology,0.0,Education,http://www.asmscience.org/content/journal/jmbe
6696,2167-1257,Scholarly Editing: The Annual of the Association for Documentary Editing,University of Nebraska-Lincoln,0.0,Language and Literature,http://www.scholarlyediting.org/
6697,2007-0705,Nova Scientia,Universidad De La Salle BajÔŅĹo,0.0,Science,http://novascientia.delasalle.edu.mx/
6699,0972-9976,International Journal of Tomography & Simulation,CESER Publications,0.0,Other,No Url
6701,2278-599X,International Journal of Advanced Biotechnology and Research,BioIT international Journals,0.0,Other,No Url
6702,2074-9104,International Journal of Computer Network and Information Security ,MECS Publisher,0.0,Science,http://www.mecs-press.org/ijcnis/
6703,8247-2016,International Journal of Emerging Research in Management and Technology,Other,0.0,Other,No Url
6705,0974-1828,International Journal of Difference Equations,Research India Publications,0.0,Science,http://campus.mst.edu/ijde/index.htm
6706,2162-3228,American Academic & Scholarly Research Journal,American Academic & Scholarly Research CenterÔŅĹ(AASRC),0.0,Other,No Url
6707,2013-9632,EducaciÔŅĹ I HistÔŅĹria: Revista D'HistÔŅĹria De L'EducaciÔŅĹ,Institut d'Estudis Catalans,0.0,Education,http://revistes.iec.cat/index.php/EduH/index
6708,2159-5542,Psychology Research,David Publishing,0.0,Other,No Url
6709,1365-2168,Cancer Science,Wiley,0.0,Other,No Url
6710,2337-8220,Journal of Government and Politics,Universitas Muhammadiyah Yogyakarta,0.0,Political science,http://journal.umy.ac.id/index.php/jsp
6713,1923-841X,International Business and Management,Canadian Academy of Oriental and Occidental Culture,0.0,Other,No Url
6717,2313-3589,Annales Africaines De MÔŅĹdecine,University of Kinshasa,0.0,Medicine,http://www.anafrimed.net/
6718,1503-8599,Nordlyd: TromsÔŅĹ University Working Papers on Language & Linguistics,Septentrio Academic Publishing,0.0,Language and Literature,http://septentrio.uit.no/index.php/nordlyd
6720,1593-2214,Reti Medievali Rivista,Firenze University Press,0.0,Auxiliary sciences of history,http://www.rivista.retimedievali.it/
6721,2415-5233,International Journal of Healthcare and Medical Sciences,Academic Research Publishing Group,0.0,Other,No Url
6722,2163-226X,American Journal of Molecular and Cellular Biology,Columbia International Publishing,0.0,Other,No Url
6724,1984-3356,AntÔŅĹteses,Universidade Estadual de Londrina,0.0,History (General) and history of Europe,http://www.uel.br/revistas/uel/index.php/antiteses/index
6725,2195-7185,Review Journal of Autism and Developmental Disorders,Springer,1.0,Other,No Url
6726,2349-0756,BMR Medicine,BioMed Research,0.0,Other,No Url
6727,1471-2172,Bmc Immunology,Biomed Central,0.0,MOLECULAR AND CELL BIOLOGY,No Url
6728,2374-2658,Journal of Islamic Banking and Finance,American Research Institute for Policy Development,0.0,Other,No Url
6729,1574-9266,Catalysis Surveys From Asia,Springer,1.0,Other,No Url
6730,0303-2647,BioSystems,Elsevier,0.0,MOLECULAR AND CELL BIOLOGY,No Url
6731,2454-6755,Kerala Heart Journal,"Cardiological Society of India, Kerala Chapter",0.0,Medicine,http://keralaheartjournal.in/ojs/index.php/KHJ/index
6732,2394-6962,International Journal of Engineering and Management Research,Other,0.0,Other,No Url
6733,2141-2197,Journal of Brewing and Distilling,Academic Journals,0.0,Other,No Url
6734,1550-1477,International Journal of Distributed Sensor Networks,SAGE Publishing,0.0,Science,No Url
6736,2318-4574,CaletroscÔŅĹpio,Universidade Federal de Ouro Preto,0.0,Language and Literature,http://www.ichs2.ufop.br/caletroscopio/revista/index.php/caletroscopio
6737,0976-3376,Asian Journal of Science and Technology,Other,0.0,Other,No Url
6740,2039-1293,Plexus,Laboratorio di Gruppoanalisi,0.0,Medicine,http://www.rivistaplexus.eu
6741,1478-7547,Cost Effectiveness and Resource Allocation,BioMed Central,0.0,Medicine,No Url
6742,2300-7443,Complex Manifolds,De Gruyter Open,0.0,Science,http://www.degruyter.com/view/j/coma
6744,1709-2574,View Wavelength,Andrew John Publishing Inc.,0.0,Other,No Url
6745,2477-667X,Modeling: Jurnal Program Studi PGMI,Sekolah Tinggi Ilmu Tarbiyah Nahdlatul Ulama Al Hikmah Mojokerto,0.0,Education,http://ejournal.kopertais4.or.id/index.php/modeling/index
6747,2090-5696,ISRN Ophthalmology,Hindawi Publishing Corporation,0.0,Medicine,http://www.isrn.com/journals/ophthalmology/
6748,1588-2861,Scientometrics,Springer,1.0,Other,No Url
6749,1804-4158,Social and Natural Sciences Journal,Central Bohemia University Publishing,0.0,Other,No Url
6751,2214-6636,Pathogenesis,Elsevier,0.0,Medicine,http://www.journals.elsevier.com/pathogenesis/
6753,2059-6618,International Journal of Business & Cyber Security,TheÔŅĹAcademy of Business & Retail ManagementÔŅĹ(ABRM),0.0,Other,No Url
6754,2141-2278,Journal of Medical Genetics and Genomics,Academic Journals,0.0,Other,No Url
6755,2364-8228,Applied Network Science,Springer,0.0,Other,No Url
6756,1783-8738,Journal on Multimodal User Interfaces,Springer,1.0,Other,No Url
6757,1573-7640,International Journal of Parallel Programming,Springer,1.0,Other,No Url
6759,2190-6009,"Journal of Cachexia, Sarcopenia and Muscle",Wiley,0.0,Medicine,http://onlinelibrary.wiley.com/journal/10.1007/13539.2190-6009
6760,0975-5705,International Journal of Database Management Systems ( IJDMS ),AIRCC Publishing Corporation,0.0,Other,No Url
6762,2083-7429,Polish Maritime Research,De Gruyter Open,0.0,Naval Science,http://www.degruyter.com/view/j/pomr
6765,2317-4536,Cadernos Do IME : SÔŅĹrie EstatÔŅĹstica ,Universidade do Estado do Rio de Janeiro,0.0,Science,http://www.e-publicacoes.uerj.br/index.php/cadest/index
6767,1471-230X,Bmc Gastroenterology,Biomed Central,0.0,GASTROENTEROLOGY,No Url
6769,2090-6072,ISRN Nanotechnology,Hindawi Publishing Corporation,0.0,Technology,http://www.isrn.com/journals/nanotechnology/
6771,1531-586X,Transformation Groups,Springer,1.0,Other,No Url
6772,1681-715X,Pakistan Journal of Medical Sciences Online,Professional Medical Publications,0.0,Medicine,http://www.pjms.com.pk/
6774,2084-9834,Rheumatology,Termedia Publishing House,0.0,Medicine,http://www.termedia.pl/Czasopismo/Reumatologia-18
6778,1994-9073,The Biologist (Lima),School of Biological Sciences and Federico Villarreal University,0.0,Science,http://sisbib.unmsm.edu.pe/BVRevistas/biologist/biologist.htm
6782,2407-7860,Jurnal Penelitian Kehutanan Wallacea,Balai Penelitian Kehutanan Makassar,0.0,Agriculture,http://jurnal.balithutmakassar.org/index.php/wallacea/index
6783,2460-7819,Jurnal Aplikasi Bisnis Dan Manajemen,Bogor Agricultural University,0.0,Social Sciences,http://journal.ipb.ac.id/index.php/jabm
6784,2503-4227,Dinika: Academic Journal of Islamic Studies,IAIN Surakarta,0.0,Philosophy. Psychology. Religion,http://ejournal.iain-surakarta.ac.id/index.php/dinika
6786,1877-7244,Water History,Springer,1.0,Other,No Url
6787,1179-1403,International Journal of Wine Research,Dove Medical Press,0.0,Technology,http://www.dovepress.com/international-journal-of-wine-research-journal
6790,1817-406x,Botanical Studies,Academia Sinica,0.0,Other,No Url
6791,0379-4350,South African Journal of Chemistry-Suid-Afrikaanse Tydskrif Vir Chemie,Other,0.0,Other,No Url
6792,1100-1108,International Journal of Renewable Energy Research,Other,0.0,Other,No Url
6793,2285-3065,"Studia Universitatis Vasile Goldis Arad, Seria Stiinte Economice",Vasile Goldis University Press,0.0,Social Sciences,http://publicatii.uvvg.ro/index.php/studiaeconomia
6794,1791-1800,International Journal of Humanities and Cultural Studies,Other,0.0,Other,No Url
6796,1874-9348,Folia Geobotanica,Springer,1.0,Other,No Url
6797,2092-6413,Experimental and Molecular Medicine,Korean Soc Med Biochemistry Molecular Biology,0.0,Other,No Url
6798,2454-5422,International Journal of Current Science Research (IJCSR),Dr.BGR Publications,0.0,Other,No Url
6799,2220-8488,International Journal of Humanities and Social Science,Center for Promoting Ideas,0.0,Other,No Url
6801,2094-7313,Western Pacific Surveillance and Response,World Health Organization,0.0,Medicine,http://www.wpro.who.int/wpsar/
6802,2460-5123,JEJAK: Jurnal Ekonomi Dan Kebijakan,Universitas Negeri Semarang,0.0,Social Sciences,http://journal.unnes.ac.id/nju/index.php/jejak
6804,2455-4863,International Journal of Innovative Studies in Sciences and Engineering Technology,Other,0.0,Other,No Url
6807,1933-6837,Theoretical Economics,Other,0.0,Other,No Url
6810,2288-8586,Maxillofacial Plastic and Reconstructive Surgery,Springer,0.0,Medicine,http://www.jkamprs.com
6812,2460-0008,Tsaqafah,Universitas Darussalam Gontor,0.0,Philosophy. Psychology. Religion,http://ejournal.unida.gontor.ac.id/index.php/tsaqafah
6814,2409-983X,Journal of Chemical Engineering Research Updates,Avanti Publishers.com,0.0,Other,No Url
6816,2229-4007,Software Engineering,BioInfo Publications,0.0,Other,No Url
6819,1712-4441,The Journal of Community Informatics,"Centre for Community Informatics, Research, Development and Training",0.0,Informatics,http://ci-journal.net/index.php/ciej/index
6820,1573-2576,Inflammation,Springer,1.0,Other,No Url
6823,1573-8701,The Journal of Economic Inequality,Springer,1.0,Other,No Url
6825,2473-4985,Investigacion Cualitativa,Investigacion Cualitativa,0.0,Social Sciences,http://ojs.revistainvestigacioncualitativa.com/index.php/ric
6829,2359-2710,Journal of Bioenergy and Food Science,"Instituto Federal de EducaÔŅĹÔŅĹo, CiÔŅĹncia e Tecnologia do AmapÔŅĹ",0.0,Agriculture | Technology,http://periodicos.ifap.edu.br/index.php/JBFS
6830,1573-3688,Journal of Occupational Rehabilitation,Springer,1.0,Other,No Url
6831,2349-9397,Global Scholastic Research Journal,Other,0.0,Other,No Url
6832,2090-2980,Epidemiology Research International,Hindawi Publishing Corporation,0.0,Medicine,https://www.hindawi.com/journals/eri/
6833,2090-4444,ISRN Obstetrics and Gynecology,Hindawi Publishing Corporation,0.0,Medicine,http://www.isrn.com/journals/obgyn/
6835,1519-0617,Ciberlegenda,Universidade Federal Fluminense,0.0,Fine Arts,http://www.ciberlegenda.uff.br/index.php/revista
6836,2327-1515,Reviews in Theoretical Science,American Scientific Publishers,0.0,Other,No Url
6838,1572-8668,Neophilologus,Springer,1.0,Other,No Url
6840,2319-5614,Journal of Business Management & Social Sciences Research,Blue Ocean Research Journals,0.0,Other,No Url
6843,2312-2005,Asia Pacific Journal of Energy and Environment (APJEE),ABC Journals,0.0,Other,No Url
6844,2313-4534,EAI Endorsed Transactions on Cognitive Communications,EAI - European Alliance for Innovation,0.0,Technology,http://eai.eu/transaction/cognitive-communications
6846,1464-5068,Journal of Analytical Methods in Chemistry,Hindawi,0.0,Other,No Url
6847,2345-4090,Basic Research Journal of Soil and Environmental Science,Basic Reasearch Journals,0.0,Other,No Url
6848,0975-7252,International Journal of Next-Generation Networks (IJNGN),AIRCC Publishing Corporation,0.0,Other,No Url
6850,2175-8069,Revista ContemporÔŅĹnea De Contabilidade,Universidade Federal de Santa Catarina,0.0,Social Sciences,https://periodicos.ufsc.br/index.php/contabilidade/index
6851,2620-2624,International Journal of Medical Science and Public Health,Other,0.0,Other,No Url
6852,1850-1702,Darwiniana,Instituto de BotÔŅĹnica Darwinion y el Museo BotÔŅĹnico de CÔŅĹrdoba,0.0,Science,http://redalyc.org:9081/revista.oa?id=669
6853,2075-0528,Sultan Qaboos University Medical Journal : SQUMJ,Sultan Qaboos University,0.0,Medicine,http://web.squ.edu.om/squmj/index.asp
6854,1573-093X,Solar Physics,Springer,1.0,Other,No Url
6855,1697-2473,Ecosistemas,AsociaciÔŅĹn EspaÔŅĹola de EcologÔŅĹa Terrestre ,0.0,Science,http://www.redalyc.org/revista.oa?id=540
6856,2051-3070,Forced Migration Review,University of Oxford,0.0,Social Sciences,http://www.fmreview.org
6858,2321-6298,Journal of Health Specialties,Wolters Kluwer Medknow Publications,0.0,Medicine,http://thejhs.org/
6862,2072-845X,JÔŅĹmbÔŅĹ : Journal of Disaster Risk Studies,AOSIS,0.0,Social Sciences,http://www.jamba.org.za
6863,2047-2870,Orbit : Writing Around Pynchon,Open Library of Humanities,0.0,Language and Literature,https://www.pynchon.net/owap
6865,1852-7337,Diaeta,AsociaciÔŅĹn Argentina de Dietistas y Nutricionistas Dietistas ,0.0,Technology,http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1852-7337&lng=en&nrm=iso
6866,2409-5710,Global Journal of Earth Science and Engineering,Avanti Publishers.com,0.0,Other,No Url
6867,2321-5992,International Journal of Application or Innovation in Engineering & Management,Other,0.0,Other,No Url
6869,1544-1016,Journal of Thermal Spray Technology,Springer,1.0,Other,No Url
6870,2314-7571,Advances in Chemistry,Hindawi Publishing Corporation,0.0,Science,https://www.hindawi.com/journals/ac/
6872,2281-4574,TRIA : Territorio Della Ricerca Su Insediamenti E Ambiente,Centro di Ateneo per le Biblioteche dell'UniversitÔŅĹ di Napoli Federico II.,0.0,Fine Arts,http://www.tria.unina.it/index.php/tria
6873,1472-6785,Bmc Ecology,BioMed Central Ltd,0.0,Other,No Url
6874,1022-1035,International Journal of Humanities and Cultural Studies,Other,0.0,Other,No Url
6875,2036-7503,Pediatric Reports,PAGEPress Publications,0.0,Medicine,http://www.pagepress.org/pr
6879,1574-4647,Age,Springer,1.0,Other,No Url
6880,2346-2884,Palobra,Universidad de Cartagena,0.0,General Works,http://revistas.unicartagena.edu.co/index.php/palobra/
6881,2358-3576,Zootecnia,Universidade Federal dos Vales do Jequitinhonha e Mucuri,0.0,Agriculture,http://www.cantacantos.com.br/revista/index.php/zootecnia/index
6884,0719-0166,Imagonautas,Universidade de Vigo,0.0,Social Sciences,http://imagonautas.webs.uvigo.gal/index.php/imagonautas/index
6886,1179-5506,"Clinical Medicine Insights: Ear, Nose and Throat",Libertas Academica,0.0,Medicine,http://www.la-press.com/clinical-medicine-insights-ear-nose-and-throat-journal-j61
6887,1668-1672,Experiment,Other,0.0,Other,No Url
6888,2086-4094,HAYATI Journal of Biosciences,The Indonesian Biological Society & Bogor Agricultural University,0.0,Science,http://journal.ipb.ac.id/index.php/hayati
6891,2226-4116,Cybernetics and Physics,IPME,0.0,Science,http://cap.physcon.ru/
6892,2319-8753,"The International Journal of Innovative Research in Science, Engineering and Technology",Ess & Ess Research Publications,0.0,General Science & Technology,https://www.ijirset.com/
6893,1984-3046,Journal of Operations and Supply Chain Management,FundaÔŅĹÔŅĹo GetÔŅĹlio Vargas,0.0,Technology,http://bibliotecadigital.fgv.br/ojs/index.php/joscm/index
6894,2345-2005,Molecular Biology Research Communications,Shiraz University Press,0.0,Science,http://mbrc.shirazu.ac.ir
6895,1438-3888,Helgoland Marine Research,Biomed Central,0.0,Other,No Url
6896,0825-8597,Journal of Palliative Care,Sage Publishing,1.0,Medicine,http://journals.sagepub.com/home/pala
6897,2240-5437,Tintas : Quaderni Di Letterature Iberiche E Iberoamericane,UniversitÔŅĹ degli Studi di Milano,0.0,Language and Literature,http://riviste.unimi.it/index.php/tintas/index
6900,2321-4422,World Research Journal of Cardiology,BioInfo Publications,0.0,Other,No Url
6901,1867-0342,Food and Environmental Virology,Springer,1.0,Other,No Url
6902,2374-0620,American Journal of  Robotic Surgery,American Scientific Publishers,0.0,Other,No Url
6903,2455-6882,National Journal of Laboratory Medicine,JCDR Research and Publications Pvt. Ltd.,0.0,Science,http://njlm.net/
6905,1452-8630,Applicable Analysis and Discrete Mathematics,KoBSON,0.0,MATHEMATICS,No Url
6906,1885-3137,Revista Internacional De Ciencias Del Deporte,RamÔŅĹn CantÔŅĹ Alcaraz,0.0,Geography. Anthropology. Recreation,http://www.ricyde.org
6907,2470-5055,American Journal of Modern Chemical Engineering,Columbia International Publishing,0.0,Other,No Url
6908,2052-6156,Geotechnical Research,ICE Publishing,0.0,Technology,http://www.icevirtuallibrary.com/toc/jgere/current
6917,2196-4386,Computational Particle Mechanics,Springer,1.0,Other,No Url
6918,1988-2548,DidÔŅĹctica (Lengua Y Literatura),Universidad Complutense de Madrid,0.0,General Works,http://revistas.ucm.es/index.php/DIDA/issue/archive
6919,2390-0067,Analecta PolÔŅĹtica,Universidad Pontificia Bolivariana,0.0,Political science,https://revistas.upb.edu.co/index.php/analecta
6920,2292-1036,Computer Communication & Collaboration,Better Advances Press,0.0,Other,No Url
6926,No Url,No Url,No Url,No Url,No Url,No Url
6928,1077-9450,Journal of Acquired Immune Deficiency Syndrome,Wolters Kluwer Health,1.0,Medicine,http://journals.lww.com/jaids/Pages/aboutthejournal.aspx
6929,1559-0267,Clinical Reviews in Allergy & Immunology,Springer,1.0,Other,No Url
6930,2984-8873,Donnish Journal of Entomology and Nematology (DJEN),Donnish Journals,0.0,Other,No Url
6931,1558-7223,"Journal of Digital Forensics, Security and Law","Association of Digital Forensics, Security and Law",0.0,Law,http://www.jdfsl.org
6932,1583-1078,Leonardo Electronic Journal of Practices and Technologies,Academic Direct Publishing House,0.0,Other,No Url
6933,2454-9886,International Archives of BioMedical and Clinical Research,Other,0.0,Other,No Url
6934,1694-2426,International Journal of Computer Science and Information Technology,Athal Press & Media,0.0,Other,No Url
6936,1847-8948,E-Gfos ,Faculty of Civil Engineering Osijek,0.0,Fine Arts,http://e-gfos.gfos.hr/en/
6941,2336-2766,KulturnÔŅĹ Studia,KulturnÔŅĹ studia,0.0,Geography. Anthropology. Recreation,http://kulturnistudia.cz
6942,2415-5241,International Journal of World Policy and Development Studies,Academic Research Publishing Group,0.0,Other,No Url
6943,2156-1400,Journal of Mathematics Education at Teachers College,Teachers College,0.0,Education,http://www.tc.edu/jmetc
6944,2277-4297,Lifesciences Leaflets,"Paavan Education Society, Danta",0.0,Science,http://lifesciencesleaflets.blogspot.com/
6946,2238-8885,HistÔŅĹria: Debates E TendÔŅĹncias,Universidade de Passo Fundo (UPF),0.0,History (General) and history of Europe,http://seer.upf.br/index.php/rhdt/index
6947,2531-2535,International Journal of Medical Science and Public Health,Other,0.0,Other,No Url
6949,0976-5352,International Journal of Economics and Business Modeling,BioInfo Publications,0.0,Other,No Url
6956,1895-4588,Videosurgery and Other Miniinvasive Techniques,Other,0.0,Other,No Url
6957,1496-0974,Language and Literacy: A Canadian Educational E-Journal,Language and Literacy Researchers of Canada,0.0,Language and Literature,http://ejournals.library.ualberta.ca/index.php/langandlit/index
6958,2410-3802,Journal of Translational Proteomics Research,Cosmos Scholars Publishing House,0.0,Other,No Url
6960,1559-2731,Estuaries and Coasts,Springer,1.0,Other,No Url
6961,2090-6617,Case Reports in Immunology,Hindawi Publishing Corporation,0.0,Medicine,https://www.hindawi.com/journals/crii/
6963,2036-2579,Heart International,Wichtig,0.0,Medicine,http://www.heart-int.com/
6967,1615-6692,Herz,Springer,1.0,Other,No Url
6968,2095-9281,Science Bulletin,Springer,1.0,Other,No Url
6969,1734-4948,Advances in Rehabilitation,De Gruyter Open,0.0,Medicine,http://www.degruyter.com/view/j/rehab
6970,2237-2083,Revista De Estudos Da Linguagem,Universidade Federal de Minas Gerais,0.0,Language and Literature,http://periodicos.letras.ufmg.br/index.php/relin
6971,2175-2168,"Revista De Estudos Constitucionais, HermenÔŅĹutica E Teoria Do Direito",Universidade do Vale do Rio dos Sinos,0.0,Law,http://revistas.unisinos.br/index.php/RECHTD/
6972,1309-6575,Journal of Measurement and Evaluation in Education and Psychology,EPODDER,0.0,Education,http://dergipark.ulakbim.gov.tr/epod/index
6973,2358-727X,Revista Terceira Margem,Universidade Federal do Rio de Janeiro,0.0,Language and Literature,http://www.revistaterceiramargem.com.br/
6974,1544-1717,Annals of Family Medicine,Annals Family Medicine,0.0,Other,No Url
6975,0718-7092,Andean Geology,SciELO,0.0,Other,No Url
6976,0976-4151,Journal of Information Security Research,Digital Information Research Foundation (DIRF),0.0,Other,No Url
6977,2210-4690,Journal of Remanufacturing,Springer,0.0,Other,No Url
6978,1662-4025,Obesity Facts,Other,0.0,Other,No Url
6979,2409-9708,EAI Endorsed Transactions on Creative Technologies,"The Institute for Computer Sciences, Social Informatics and Telecommunications Engineering (ICST)",0.0,Technology,http://eai.eu/transaction/creative-technologies
6980,1988-5172,Trabajos De Geologia,Ediuno (Ediciones de la Universidad de Oviedo),0.0,Science,http://www.unioviedo.es/reunido/index.php/TDG/index
6981,2066-3129,Journal of Applied Computer Science & Mathematics,Stefan cel Mare University of Suceava,0.0,Science,http://jacs.usv.ro/
6983,2052-3289,High Power Laser Science and Engineering,Cambridge University Press,0.0,Technology,https://www.cambridge.org/core/journals/high-power-laser-science-and-engineering
6985,1573-2983,Environmental Geochemistry and Health,Springer,1.0,Other,No Url
6989,2308-1422,Reading & Writing,AOSIS,0.0,Education,http://www.rw.org.za
6990,2425-231X,BrÔŅĹsil(s),Maison des Science de l'Homme,0.0,Geography. Anthropology. Recreation,http://bresils.revues.org
6992,0974-0910,Journal of Cell and Tissue Research,CTR Publications,0.0,Other,No Url
6993,2035-6005,Journal of Nucleic Acids Investigation,PAGEPress Publications,0.0,Science,http://www.pagepress.org/journals/index.php/jnai
6995,2161-1505,Contemporary School Psychology,Springer,1.0,Other,No Url
6997,1933-8880,Optometric Education,Association of Schools and Colleges of Optometry,0.0,Medicine,http://journal.opted.org/
6998,1420-3049,Molecules,Molecular Diversity Preservation International,0.0,Food Science,No Url
6999,1092-1101,International Journal of Humanities and Cultural Studies,Other,0.0,Other,No Url
7001,9680-5667,International Journal of Innovative Computer Science & Engineering,Other,0.0,Other,No Url
7002,2182-696X,Journal of Aging and Innovation,"AssociaÔŅĹÔŅĹo Amigos da Grande Idade \InovaÔŅĹÔŅĹo e Desenvolvimento\""""",0.0,Medicine,http://associacaoamigosdagrandeidade.com/revista/
7004,1572-8188,Photonic Network Communications,Springer,1.0,Other,No Url
7007,1108-393X,Mediterranean Marine Science,Other,0.0,Other,No Url
7008,2346-0806,Sophia,Universidad La Gran Colombia,0.0,Education,http://sophia.ugca.edu.co
7010,2314-6915,Journal of Cancer Research,Hindawi Publishing Corporation,0.0,Medicine,https://www.hindawi.com/journals/jcr/
7011,2320-8082,International Journal of Current Zoological Research,Bret Research Journals,0.0,Other,No Url
7013,1878-0067,Epidemics,Elsevier,0.0,Medicine,http://www.journals.elsevier.com/epidemics/
7015,2398-6786,Orbit: A Journal of American Literature,Open Library of Humanities ,0.0,Language and Literature,https://www.pynchon.net/
7016,1989-4635,Cuadernos De Turismo,Universidad de Murcia,0.0,Geography. Anthropology. Recreation,http://revistas.um.es/turismo/index
7017,1868-6354,Laboratory Phonology,Ubiquity Press,0.0,Languages & Linguistics,https://www.journal-labphon.org
7018,2455-698X,International Journal of Multidisciplinary Education and Research,Other,0.0,Other,No Url
7020,2317-5206,Boletim Do Museu Integrado De Roraima,Museu Integrado de Roraima,0.0,Medicine,http://uerr.edu.br/bolmirr/
7023,1983-3083,Revista Da EducaÔŅĹÔŅĹo FÔŅĹsica,Universidade Estadual de MaringÔŅĹ,0.0,Education,http://periodicos.uem.br/ojs/index.php/RevEducFis
7024,1699-4949,ÔŅĹÔŅĹdille: Revista De Estudios Franceses,AsociaciÔŅĹn de Profesores de FrancÔŅĹs de la Universidad EspaÔŅĹola (AFUE),0.0,Language and Literature,http://cedille.webs.ull.es
7026,2198-641X,Current Pharmacology Reports,Springer,1.0,Other,No Url
7028,1662-680X,Case Reports in Neurology,Karger Publishers,0.0,Medicine,http://www.karger.com/crn
7029,1432-1955,Parasitology Research,Springer,1.0,Other,No Url
7030,2286-3702,"Discobolul: Physical Education, Sports and Kinetotherapy Journal",Discobolul Publishing House,0.0,Geography. Anthropology. Recreation,http://www.unefs.ro/discobolulmagazine.php
7031,2391-5439,Open Engineering,De Gruyter Open,0.0,Technology,http://www.degruyter.com/view/j/eng
7033,2073-4425,Genes,MDPI,0.0,Other,No Url
7034,2168-5142,Journal of Bioprocess Engineering and  Biorefinery,American Scientific Publishers,0.0,Other,No Url
7035,2198-4093,Biomedical Research and Therapy,BioMed Press,0.0,Other,No Url
7036,2310-3450,Evropejskij ÔŅĹurnal Tehniki I Dizajna,Academic Publishing House Researcher,0.0,Technology,http://ejournal4.com/en/index.html
7037,1687-9856,International Journal of Pediatric Endocrinology ,BioMed Central,0.0,Medicine,http://www.ijpeonline.com/
7039,3816-1907,European Journal of Chemistry,Other,0.0,Other,No Url
7040,1140-1152,International Journal of Humanities and Cultural Studies,Other,0.0,Other,No Url
7041,0799-3757,Caribbean Journal of Science and Technology,Other,0.0,Other,No Url
7043,1179-5433,International Journal of Insect Science,Libertas Academica,0.0,Science,http://www.la-press.com/international-journal-of-insect-science-j129
7044,2374-2194,Journal of International Business and Economics,American Research Institute for Policy Development,0.0,Other,No Url
7045,2320-9801,International Journal of Innovative Research in Computer and Communication Engineering,Other,0.0,Other,No Url
7047,1432-1939,Oecologia,Springer,1.0,Other,No Url
7048,1335-8871,Measurement Science Review,VERSITA,0.0,Other,No Url
7050,2053-2105,Advanced Journal of Education Research,Advanced Scholars Journals,0.0,Other,No Url
7051,2383-3874,International Journal of Civil Engineering,Springer,1.0,Other,No Url
7052,1573-0921,Social Indicators Research,Springer,1.0,Other,No Url
7054,2251-7200,Journal of Biomedical Physics and Engineering,Shiraz University of Medical Sciences,0.0,Medicine,http://www.jbpe.ir/Journal_OJS/JBPE/index.php/jbpe
